id_movie,release_date,month,day_num,day_name
1245.0,1993-11-05,noviembre,5.0,viernes
11858.0,1994-06-03,junio,3.0,viernes
7007.0,1993-07-30,julio,30.0,viernes
10467.0,1994-10-28,octubre,28.0,viernes
5550.0,1993-04-17,abril,17.0,sabado
8005.0,1993-07-28,julio,28.0,miercoles
2088.0,1993-09-13,septiembre,13.0,lunes
10412.0,1992-03-05,marzo,5.0,jueves
47889.0,1993-10-08,octubre,8.0,viernes
14534.0,1993-09-17,septiembre,17.0,viernes
56583.0,1993-11-03,noviembre,3.0,miercoles
41878.0,1992-08-19,agosto,19.0,miercoles
424.0,1993-11-29,noviembre,29.0,lunes
35233.0,1994-09-30,septiembre,30.0,viernes
14291.0,1993-08-13,agosto,13.0,viernes
103413.0,1994-09-30,septiembre,30.0,viernes
11236.0,1993-08-13,agosto,13.0,viernes
11592.0,1994-04-13,abril,13.0,miercoles
8850.0,1994-07-01,julio,1.0,viernes
10445.0,1993-12-25,diciembre,25.0,sabado
695.0,1993-09-05,septiembre,5.0,domingo
43535.0,1994-09-02,septiembre,2.0,viernes
12519.0,1993-10-01,octubre,1.0,viernes
23210.0,1993-12-08,diciembre,8.0,miercoles
858.0,1993-06-24,junio,24.0,jueves
867.0,1993-05-21,mayo,21.0,viernes
78.0,1982-06-25,junio,25.0,viernes
13203.0,1993-07-02,julio,2.0,viernes
10442.0,1993-07-30,julio,30.0,viernes
11074.0,1993-09-17,septiembre,17.0,viernes
33367.0,1985-11-20,noviembre,20.0,miercoles
9607.0,1993-05-28,mayo,28.0,viernes
17585.0,1994-04-15,abril,15.0,viernes
9057.0,1994-09-23,septiembre,23.0,viernes
20967.0,1993-11-26,noviembre,26.0,viernes
10635.0,1994-04-08,abril,8.0,viernes
9479.0,1993-10-09,octubre,9.0,sabado
10057.0,1993-11-11,noviembre,11.0,jueves
11969.0,1993-12-25,diciembre,25.0,sabado
41590.0,1994-09-09,septiembre,9.0,viernes
319.0,1993-09-09,septiembre,9.0,jueves
26408.0,1993-12-05,diciembre,5.0,domingo
15139.0,1994-11-23,noviembre,23.0,miercoles
161158.0,1994-02-04,febrero,4.0,viernes
218473.0,1994-01-01,enero,1.0,sabado
85247.0,1994-09-14,septiembre,14.0,miercoles
11446.0,1995-05-24,mayo,24.0,miercoles
51980.0,1993-09-29,septiembre,29.0,miercoles
24405.0,1994-04-22,abril,22.0,viernes
11655.0,1993-09-12,septiembre,12.0,domingo
11800.0,1993-11-10,noviembre,10.0,miercoles
8223.0,1993-10-28,octubre,28.0,jueves
14587.0,1994-01-21,enero,21.0,viernes
31504.0,1994-06-29,junio,29.0,miercoles
41653.0,1993-09-24,septiembre,24.0,viernes
53185.0,1993-09-05,septiembre,5.0,domingo
95743.0,1994-07-29,julio,29.0,viernes
23637.0,1992-10-01,octubre,1.0,jueves
17600.0,1994-01-15,enero,15.0,sabado
10897.0,1994-08-05,agosto,5.0,viernes
349394.0,1993-09-10,septiembre,10.0,viernes
21352.0,1994-08-17,agosto,17.0,miercoles
68806.0,1993-01-01,enero,1.0,viernes
37345.0,1994-09-16,septiembre,16.0,viernes
32562.0,1996-01-30,enero,30.0,martes
